En .NET ¿que es un atributo y para que sirve? ¿alguna semejanza con Java?,Un atributo es un elemento de programación que nos sirve para proporcionar información de configuración en el propio codigo fuente. En Java el equivalente son las Anotaciones
¿Como es el Handshake o establecimiento de la conexion en TCP?,Consta de tres fases entre cliente (c) y servidor (s) : a) SYN (c --> s). Aqui el cliente envia cual será su numero de secuencia para sus segmentos b) SYN-ACK (s --> c). Aqui el servidor envia cual será su numero de secuencia para sus segmentos c) ACK (c --> s)
¿Que se conoce como MTU y para que sirve?,Unidad maxima de transferencia del nivel 2 (ej: Ethernet son 1500 bytes). Si el nivel IP encuentra este tamaño insuficiente. tendrá que fragmentar los datagramas (NOTA: Ver una opcion especial llamada jumboframe https://naseros.com/2015/04/16/cambia-el-mtu-de-la-red-a-jumbo-frame-para-ir-mas-rapido/)
¿Que significa UEFI y que caracteristicas tiene?,Es el nuevo interface para el Firmware de la maquina (sustituye a la BIOS). Soporta entorno grafico. capacidades de red. diseño modular y los sistemas de particiones MBR/GPT
¿Con que comando interactivo podemos obtener una lista de procesos en Linux?,top / htop
¿Como podemos obtener los detalles de la cpu en linux?,cat /proc/cpuinfo lscpu
¿Que dos formas existen para dar permisos en Linux sobre ficheros/directorios?,chmod 644 f1.txt setfacl -m u:pepe:rw f1.txt
¿Para que sirve el estandar de criptografia PKCS#8?,Formato de exportación en PEM/Base64 de la clave privada (con o sin encriptación de la misma) -----BEGIN PRIVATE KEY----- MIIBVgIBADANBgkqhkiG9w0BAQEFAASCAUAwggE8AgEAAkEAq7BFUpkGp3+LQmlQ... -----END PRIVATE KEY----- -----BEGIN ENCRYPTED PRIVATE KEY----- MIIBrzBJBgkqhkiG9w0BBQ0wPDAbBgkqhkiG9w0BBQwwDgQImQO8S8BJYNACAggA... -----END ENCRYPTED PRIVATE KEY-----
¿Que es LDAP y que operaciones fundamentales tiene? ¿Conoces alguna implmentacion? ¿Tiene relacion con algun otro estandar?,Protocolo ligero de acceso a servicios de directorio Operaciones: Bind (Conectarse/Autenticarse). Search. Add. Modify. Delete. etc Implementaciones: OpenLDAP. Active Directory. Apache Directory Tiene relacion con las recomendaciones X.500 de OSI
¿Que organismo se encarga del estandar USB? ¿Que caracteristicas tiene USB 3.1?,USB-IF (Implementers Forum) USB 3.1 Gen 1 – SuperSpeed. 5 Gbit/s (aka USB 3.0) USB 3.1 Gen 2 – SuperSpeed+. 10 Gbit/s Soporta el nuevo conector Tipo C Soporta la especificación USB-PowerDelivery
¿Que lenguajes conoces para realizar la descripcion/documentacion de un API REST?,SWAGGER/OpenAPI (json y xml) WSDL 2.0 (xml) WADL (xml) RAML (yaml)
Dentro de un certificado SSL del sitio https://www.ruinosa.com. ¿donde aparece el nombre del dominio? ¿que hace el navegador con ese dato?,En el campo sujeto (atributo CN) está la siguiente informacion (ej de la web https://sede.inap.gob.es) C = ES CN = sede.inap.gob.es O = INSTITUTO NACIONAL DE ADMINISTRACIÓN PÚBLICA OU = SEDE ELECTRÓNICA DEL INAP (SEINAP) OU = sede electrónica L = MADRID SERIALNUMBER = Q2811002A
¿Que utilidad tiene en windows el proceso Svchost.exe ?,Es un servicio del sistema para gestionar a grupos de 1 a N servicios con recursos compartidos entre ellos (NOTA: probar en windows el comando tasklist /svc)
A la hora gestionar un equipo windows. ¿que diferencia fundamental existe entre SNMP y WMI?,WMI es una implementación propia de Windows (necesita del servicio de instrumentacion funcionando) y sigue el estandar de CIM (modelo de información) SNMP es un estandar independiente del SSOO (necesita de un agente SNMP) y sigue el estandar MIB (modelo de información)
¿En que tipo de producto catalogarias Plone? ¿En que lenguaje está implementado? ¿Que BBDD suele llevar?,Plone es un gestor de contenidos implementado en Python y que funciona sobre la plataforma/serv de aplicaciones Zope (la BBDD se llama ZODB y es orientada a objetos)
¿Que es ReStructuredText y cual es su utilidad?,Es un lenguaje de marcas ligero al estilo de Markdown. Nos sirve para documentar muy facilmente un proyecto
¿Que es y para que nos sirve SASS?,"Un preprocesador de CSS. Su utilidad principal es escribir con mas potencia y flexibilidad ""codigo CSS"""
¿Para que sirve la herramienta Bower? ¿Y Grunt?,Bower es un gestor de paquetes/dependencias (tira del fichero bower.json). Ahora se han impuesto las herramientas npm y yarn Grunt es un automatizador de tareas escrito en Javascript. Otro muy usado es Webpack
¿Que es un Distinguished Name?,Es el atributo que sirve de identificador unico para una entrada del arbol LDAP
¿Qué son los CSS 3 modules y porque se crearon?,Es una forma de estructurar las ampliaciones del estandar (sin tener que crear CSS4. CSS5. etc)
