¿Qué estructura tiene un SSID en una red WiFi y cual es su función?,Son 32 octetos que representan el identificador de la red. Se publica mediante una trama llamada Bacon Frame. Hay dos tipos: * Basico (BSSID). ej: Zona gobernada por un AP por ej * Extendida (ESSID). El mismo SSID se extiende por varias zonas básica
En el ambito de las redes GSM. ¿cual es la utilidad del IMEI?,Es un numero de 15 cifras (XXXXXX YY ZZZZZZ W) que identifica al terminal a nivel mundial (no tiene que ver con la operadora) * La primera parte (XXXXXX). los 6 primeros caracteres. se denomina Type Allocation Code (TAC). en donde los primeros dos dígitos indican el país de fabricación del equipo. * La segunda parte (YY) es el Final Assembly Code (FAC) e indica el fabricante del equipo. * La tercera parte (ZZZZZZ). compuesta de seis caracteres. es el número de serie del teléfono (SNR). * El último dígito (W). es el dígito verificador o Spare. usado para verificar que el IMEI es correcto. La empresa operadora puede usar el IMEI para verificar el estado del aparato mediante una base de datos denominada EIR (Equipment Identity Register). Dentro de esta base de datos existen tres listas de IMEI: la blanca. la gris y la negra. * La lista blanca identifica a los equipos que están autorizados para recibir y realizar llamadas. Esta lista debe siempre existir en el EIR. aun cuando sea la única  las otras dos son opcionales. * La lista gris identifica a los equipos que pueden hacer y recibir llamadas. pero que pueden ser supervisados para descubrir la identidad del usuario utilizando la información almacenada en el chip SIM. * La lista negra identifica a los equipos a los que se les impide conectarse a la red. Contiene los identificativos de los equipos robados o utilizados de forma ilegal y también la de aquellos equipos que no pueden acceder al sistema porque podrían producir graves problemas técnicos  por lo tanto. no pueden realizar ni recibir llamadas.
"¿Para que sirve un ""delegate"" en tecnología .Net?",Sirve para definir punteros a metodos (en tiempo de ejecución) (Ej. public delegate int MiDelegado(int i))
En Linux. ¿cual es la utilidad del comando lsof?,Listar los ficheros abiertos por un proceso/usuario (tambien tiene capacidades de red) https://rm-rf.es/linux-el-comando-lsof/
¿En que ambito se usan o que representan los indicadores FLOPS y MIPS?,Medida del rendimiento de una CPU MIPS (Millones de instrucciones por segundo) FLOPS (Operaciones en coma flotante por segundo) --> Usado en el estandar LINPACK
¿Cual es el grado de un arbol? ¿y el orden?,Grado de un arbol --> Viene marcado por el nodo que tenga mayor Grado en ese arbol Grado de un nodo  --> Número de hijos que tiene ese nodo y esta limitado por el Orden (ej: nodo hoja tiene Grado 0) Orden de un arbol --> Maximo numéro de hijos que puede tener un nodo dado https://www.oscarblancarteblog.com/2014/08/22/estructura-de-datos-arboles/
¿Cual es la velocidad maxima de USB 4?,40Gbps
¿Que tipo de petición de nivel 2 tiene que hacer un PC para obtener una dirección IP del servidor DHCP?,Peticion broadcast (mac 255.255.255.255) llamada DHCPDISCOVER https://www.ionos.es/digitalguide/servidores/configuracion/que-es-el-dhcp-y-como-funciona/
"¿Cual de las estrategias de backup es más ""rapida"" a la hora de su restauración? (completa/diferencia/incremental)",- completa. - diferencial y - incremental (aqui necesitas todas las incrementales + completa)
¿Cual es la resolución conocida como QHD?,Dentro de la familia de las resoluciones 2K (2048x1080). QHD representa cuatro veces 720p. es decir. 2560x1440 (alias 1440p)
Dentro del dni electrónico. ¿qué estandares PKCS cumple?,* pkcs#1 (Generación de claves RSA y firma) * pkcs#11 (API Software. conocida como Criptoki. con funciones que implementa la Smartcard) * pkcs#15 (Sistema de ficheros de la Smartcard)
A nivel de cache. ¿cuales son los posibles problemas de la politica de actualización write-back?,Problemas de coherencia de cache derivados del uso de DMA o Multiprocesador
¿Cuales son los componentes principales del estandar ODBC?,* Aplicacion * ODBC Driver manager * ODBC Driver * ODBC Datasource (NOTA: Es un API estandar de la SAG - SQL Access Group)
Si hablamos de Telefonía Móvil Automática (TMA). ¿Qué dos tipos de hand-over conocemos?,* Soft Handover --> Entre el cambio de celda (de una estación base a otra) NO HAY corte * Hard Handover --> Entre el cambio de celda (de una estación base a otra) hay unos milisegundos de corte
