¿Qué es un preprocesador CSS? Utilidad y ejemplos,Es un tipo de lenguaje de script que nos ofrece unas cuantas funcionalidades superiores a CSS a lo hora de definir estilos (variables. bucles. mixins. herencia...) pero que tiene que ser compilado a CSS en fase de desarrollo. Ejemplos: less. sass. stylus. etc
¿En qué consiste un acceso primario en RDSI?,Está formado por 30 canales B de datos (64Kbps) + 1 canal D para señalización (64Kbps) --> Linea de 2Mbps
¿Qué fechas se guardan en un i-nodo?,a) atime (fecha ultimo acceso) b) mtime (fecha ultima modificacion) c) ctime (fecha ultimo cambio) d) btime (fecha de nacimiento/creación) --> POCO SOPORTADO
¿Para que se usa el estereotipo <<extend>> en UML?,Sirve para relacionar dos casos de uso en la que se quiere expresar OPCIONALIDAD (no siempre se dará el caso de uso extendido)
¿En que consiste el teorema CAP en entornos NoSQL?,(Consistencia.Availability/Disponibilidad.Tolerancia al Particionado) En que en un sistema distribuido no podemos garantizar estas tres propiedades a la vez sino dos de ellas. Ej. Sistemas con AP --> Cassandra Sistemas con CP --> MongoDB Sistemas con AC --> RDBMS
¿En que condiciones se tiene que dar un algoritmo de busqueda binaria (en un array) y cual es su complejidad algoritmica?,El array debe de estar ordenado. Complejidad mejor caso O(1) y en el resto O(log(n))
¿Qué condiciones se tienen que cumplir para poder crear una subsede electrónica?,(Art 4 del RD 1671/2009 que desarrolla parcialmente la ley 11/2007 de acceso electronico a los ciudadano)
2. Se podrán crear una o varias sedes electrónicas derivadas de una sede electrónica.,Las sedes electrónicas derivadas. o subsedes. deberán resultar accesibles desde la dirección electrónica de la sede principal. sin perjuicio de que sea posible el acceso electrónico directo. Las sedes electrónicas derivadas deberán cumplir los mismos requisitos que las sedes electrónicas principales. salvo en lo relativo a la publicación de la orden o resolución por la que se crea. que se realizará a través de la sede de la que dependan. Su ámbito de aplicación comprenderá órgano u órganos con rango. al menos. de SUBDIRECCION GENERAL.
¿Cuales son las dimensiones de la seguridad según el ENS?,-      Disponibilidad [D]. -      Autenticidad [A]. -      Integridad [I]. -      Confidencialidad [C]. -      Trazabilidad [T].
¿Qué metodos define la interface Filter del API Servlet?,a) init(FilterConfig) b) doFilter(ServletRequest.ServletResponse) c) destroy()
